cmd_id,cuis_selected,preferred,har_manual,X2nd_har,X3rd_har,final,final_cui
193,C1442989;C1321567,Standard (qualifier) hyperglycemic agent,hyperglycemic agent,,,hyperglycemic agent,C1321567
194,C0003232;C1442488;C1518422,Antibiotics Baseline Negation,Antibiotics,,,Antibiotics,C0003232
195,C0021081;C1442488,Immunosuppressive Agents Baseline,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
196,C0021081;C1442488;C1518422,Immunosuppressive Agents Baseline Negation,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
197,C1442488;C0003232,Baseline Antibiotics,Antibiotics,,,Antibiotics,C0003232
198,C1442488;C0178602;C0239126,Baseline Dosage corticosteroid use,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
199,C1442488;C0239126;C2926735,Baseline corticosteroid use Duration,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
200,C0040223;C2709207,Time Rx therapy,Rx therapy,,,Rx therapy,C2709207
201,C0332152;C0027051,Before Myocardial Infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
202,C0332152;C0027051;C1518422,Before Myocardial Infarction Negation,Myocardial Infarction,,,Myocardial Infarction,C0027051
203,C0450429;C1515974,Location Anatomic Site,NA TO BE DELETED,,,NA TO BE DELETED,NA
204,C1518422;C0011849,Negation Diabetes Mellitus,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
205,C0022116;C2348867,Ischemia Global,Ischemia,,,Ischemia,C0022116
206,C0205289;C1261287;C1301886,Maximal (qualifier value) Stenosis Diameter (qualifier value),Stenosis,,,Stenosis,C1261287
207,C1442488;C0005823,Baseline Blood Pressure,Blood Pressure,,,Blood Pressure,C0005823
208,C4687747;C0039155,Peak Pressure Gradient Systole,Gradient Systole,,,Gradient Systole,NA
209,C1518422;C0043157,Negation Caucasians,Racial group,,,Racial group,C0034510
210,C1998280;C4300252,International Prostate Symptom Score HRQOL method,International Prostate Symptom Score,,,International Prostate Symptom Score,C1998280
211,C0017725;C0015663,Glucose Fasting,Glucose,,,Glucose,C0017725
212,C0010068;C0262926,Coronary heart disease Medical History,Coronary heart disease,,,Coronary heart disease,C0010068
212,C0010068;C0262926,Coronary heart disease Medical History,Medical History,,,Medical History,C0262926
213,C0015031;C0086409,Ethnic group Hispanics,Racial group,,,Racial group,C0034510
214,C0020538;C0262926,Hypertensive disease Medical History,"Hypertension, CTCAE",,,"Hypertension, CTCAE",C1963138
214,C0020538;C0262926,Hypertensive disease Medical History,Medical History,,,Medical History,C0262926
215,C0679646;C1561607,Participant Overall,NA TO BE DELETED,,,NA TO BE DELETED,NA
216,C1060325;C1272092,Genus Ada Impaired fasting glycaemia,Impaired fasting glycaemia,,,Impaired fasting glycaemia,C1272092
217,C1518422;C0018017,Negation objective (goal),NA TO BE DELETED,,,NA TO BE DELETED,NA
218,C0150312;C0439269,Present mg/dL,NA TO BE DELETED,,,NA TO BE DELETED,NA
219,C0332197;C0439269,Absent mg/dL,NA TO BE DELETED,,,NA TO BE DELETED,NA
220,C0038454;C4554100;C0332153,"Cerebrovascular accident Stroke, CTCAE Before",Cerebrovascular accident,,,Cerebrovascular accident,C0038454
220,C0038454;C4554100;C0332152,"Cerebrovascular accident Stroke, CTCAE Before","Stroke, CTCAE",,,"Stroke, CTCAE",C4554100
221,C0041004;C0444598,Triglycerides Middle,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
222,C0041004;C1522410,Triglycerides Highest,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
223,C1708760;C0041004,Lowest Triglycerides,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
224,C0041004;C0205172,Triglycerides More,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
225,C0041004;C0439090,Triglycerides Less Than or Equal to,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
226,C0439093;C0876920,Greater Than Median Statistical Measurement,NA TO BE DELETED,,,NA TO BE DELETED,NA
227,C0549183;C0547044;C0876920,Midline (qualifier value) Smaller Median Statistical Measurement,NA TO BE DELETED,,,NA TO BE DELETED,NA
228,C2946261;C0005516;C2347023,Level Biological Markers Biological Absorption,Biological Markers,,,Biological Markers,C0005516
229,C0079399;C1510829,Gender Age-Years,Age-Years,,,Age-Years,C1510829
229,C0079399;C1510829,Gender Age-Years,Gender,,,Gender,C0079399
230,C0286651;C4086581,atorvastatin Milligram per Dose,atorvastatin,,,atorvastatin,C0286651
231,C1442488;C0023824,Baseline LDL Cholesterol Lipoproteins,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
232,C1514983;C3887704,Stratification treatment - ActInformationManagementReason,NA TO BE DELETED,,,NA TO BE DELETED,NA
233,C0010068;C0074554,Coronary heart disease Simvastatin,Coronary heart disease,,,Coronary heart disease,C0010068
233,C0010068;C0074554,Coronary heart disease Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
234,C0010068;C1518422,Coronary heart disease Negation,Coronary heart disease,,,Coronary heart disease,C0010068
235,C0010068;C1532737,Coronary heart disease ezetimibe / Simvastatin,Coronary heart disease,,,Coronary heart disease,C0010068
235,C0010068;C1532737,Coronary heart disease ezetimibe / Simvastatin,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
236,C0043157;C0074554,Caucasians Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
237,C0043157;C1518422;C0074554,Caucasians Negation Simvastatin,Racial group,,,Racial group,C0034510
238,C0043157;C1532737,Caucasians ezetimibe / Simvastatin,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
238,C0043157;C1532737,Caucasians ezetimibe / Simvastatin,Racial group,,,Racial group,C0034510
239,C0074554;C1510829,Simvastatin Age-Years,Age-Years,,,Age-Years,C1510829
239,C0074554;C1510829,Simvastatin Age-Years,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
240,C0079399;C1532737,Gender ezetimibe / Simvastatin,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
240,C0079399;C1532737,Gender ezetimibe / Simvastatin,Gender,,,Gender,C0079399
241,C0086287;C0074554,Females Simvastatin,Gender,,,Gender,C0079399
241,C0086287;C0074554,Females Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
242,C0086287;C1532737,Females ezetimibe / Simvastatin,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
242,C0086287;C1532737,Females ezetimibe / Simvastatin,Gender,,,Gender,C0079399
243,C0086582;C0074554,Males Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
244,C0086582;C1532737,Males ezetimibe / Simvastatin,Gender,,,Gender,C0079399
245,C0439269;C0010068,mg/dL Coronary heart disease,Coronary heart disease,,,Coronary heart disease,C0010068
246,C0439269;C0074554,mg/dL Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
247,C0439269;C1532737,mg/dL ezetimibe / Simvastatin,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
248,C0449438;C0010068,Status Coronary heart disease,Coronary heart disease,,,Coronary heart disease,C0010068
249,C0599755;C0079399;C0444667,Cohort Gender Whole,Gender,,,Gender,C0079399
250,C0599755;C0439751,Cohort Entire,NA TO BE DELETED,,,NA TO BE DELETED,NA
251,C1510829;C0074554,Age-Years Simvastatin,Age-Years,,,Age-Years,C1510829
251,C1510829;C0074554,Age-Years Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
252,C1510829;C1442488;C0023824,Age-Years Baseline LDL Cholesterol Lipoproteins,Age-Years,,,Age-Years,C1510829
252,C1510829;C1442488;C0023824,Age-Years Baseline LDL Cholesterol Lipoproteins,Age-Years,,,Age-Years,C1510829
253,C1510829;C1532737,Age-Years ezetimibe / Simvastatin,Age-Years,,,Age-Years,C1510829
254,C1510829;C1532737;C1442488;C0023824,Age-Years ezetimibe / Simvastatin Baseline LDL Cholesterol Lipoproteins,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
254,C1510829;C1532737;C1442488;C0023824,Age-Years ezetimibe / Simvastatin Baseline LDL Cholesterol Lipoproteins,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
255,C1518422;C0010068;C0074554,Negation Coronary heart disease Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
256,C1518422;C0010068;C1532737,Negation Coronary heart disease ezetimibe / Simvastatin,Coronary heart disease,,,Coronary heart disease,C0010068
257,C0003593;C0439269,Apolipoproteins B mg/dL,Apolipoprotein A-I,,,Apolipoprotein A-I,C0085201
258,C0006560;C0876920;C0871420,C-reactive protein Median Statistical Measurement Standard deviation,C-Reactive Protein,,,C-Reactive Protein,NA
259,C0010068;C1549488,Coronary heart disease Amount type - Percentage,Coronary heart disease,,,Coronary heart disease,C0010068
260,C0011849;C1549488,Diabetes Mellitus Amount type - Percentage,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
261,C0023822;C0439269,High Density Lipoprotein Cholesterol mg/dL,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
262,C0025266;C1549488,Male population group Amount type - Percentage,Gender,,,Gender,C0079399
263,C0041004;C0876920;C0871420,Triglycerides Median Statistical Measurement Standard deviation,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
264,C0043157;C1549488,Caucasians Amount type - Percentage,Racial group,,,Racial group,C0034510
265,C0524620;C1549488,Metabolic Syndrome X Amount type - Percentage,Metabolic Syndrome X,,,Metabolic Syndrome X,C0524620
266,C0543421;C0439269,Total cholesterol mg/dL,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
267,C0004057;C0358591,Aspirin Proton Pump Inhibitors,Proton Pump Inhibitors,,,Proton Pump Inhibitors,C0358591
268,C0004057;C0358591;C1518422,Aspirin Proton Pump Inhibitors Negation,Aspirin,,,Aspirin,C0004057
269,C1518422;C0358591;C0004057,Negation Proton Pump Inhibitors Aspirin,Aspirin,,,Aspirin,C0004057
269,C1518422;C0358591;C0004057,Negation Proton Pump Inhibitors Aspirin,Proton Pump Inhibitors,,,Proton Pump Inhibitors,C0358591
270,C0004057;C1442488;C0457083,Aspirin Baseline Usage,Aspirin,,,Aspirin,C0004057
271,C0521362;C1545588;C0450442,gastrointestinal Protection Agent,gastrointestinal,,,gastrointestinal,C0521362
272,C0441471;C0521362;C0441994,Event gastrointestinal Lower - spatial qualifier,gastrointestinal,,,gastrointestinal,C0521362
273,C0441471;C3203348,Event Upper Gastrointestinal Tract,gastrointestinal,,,gastrointestinal,C0521362
274,C1548802;C0521362;C0441471,Body Site Modifier - Lower gastrointestinal Event,gastrointestinal,,,gastrointestinal,C0521362
275,C3203348;C0441471,Upper Gastrointestinal Tract Event,gastrointestinal,,,gastrointestinal,C0521362
276,C3665365;C1518422,"Arteriosclerotic cardiovascular disease, NOS Negation","Arteriosclerotic cardiovascular disease, NOS",,,"Arteriosclerotic cardiovascular disease, NOS",C3665365
277,C0205314;C0521362;D020011,New gastrointestinal protective agents,gastrointestinal,,,gastrointestinal,C0521362
278,C0521362;D020011;C0549178,gastrointestinal protective agents Continuous,gastrointestinal,,,gastrointestinal,C0521362
279,C0035970;C0017452,"Russia Georgia, USA",Geographic Locations,,,Geographic Locations,C0017446
280,C0205250;C2709270,High Natriuretic peptide,Natriuretic peptide,,,Natriuretic peptide,C2709270
281,C3898876;C0019664,Hospitalization Due to Heart Failure History,Hospitalization Due to Heart Failure History,Heart failure,,Heart failure,C0018801
281,C3898876;C0019664,Hospitalization Due to Heart Failure History,Medical History,,,Medical History,C0262926
282,C0332325;C1963138;C1518422,"Resistant (qualifier value) Hypertension, CTCAE Negation","Hypertension, CTCAE",,,"Hypertension, CTCAE",C1963138
283,C1963138;C0332325,"Hypertension, CTCAE Resistant (qualifier value)","Hypertension, CTCAE",,,"Hypertension, CTCAE",C1963138
284,C1518422;C0005680,Negation Black race,Racial group,,,Racial group,C0034510
285,C0004482;C0666743;C0205195,Azathioprine infliximab Combined,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
285,C0004482;C0666743;C0205195,Azathioprine infliximab Combined,infliximab,Tumor necrosis factor alpha (TNF-?) inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
286,C0010346;C0543467;C0205156,Crohn Disease Operative Surgical Procedures Previous,Crohn Disease,,,Crohn Disease,C0010346
286,C0010346;C0543467;C0205156,Crohn Disease Operative Surgical Procedures Previous,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
287,C0010346;C1279919,Crohn Disease Early,Crohn Disease,,,Crohn Disease,C0010346
288,C0010346;C1279919;C1518422,Crohn Disease Early Negation,Crohn Disease,,,Crohn Disease,C0010346
289,C0019664;C0021390;C1280464,History Inflammatory Bowel Diseases Manifestation of,Inflammatory Bowel Diseases,,,Inflammatory Bowel Diseases,C0021390
289,C0019664;C0021390;C1280464,History Inflammatory Bowel Diseases Manifestation of,Medical History,,,Medical History,C0262926
290,C0019664;C0021390;C1518422;C1280464,History Inflammatory Bowel Diseases Negation Manifestation of,Inflammatory Bowel Diseases,,,Inflammatory Bowel Diseases,C0021390
290,C0019664;C0021390;C1518422;C1280464,History Inflammatory Bowel Diseases Negation Manifestation of,Medical History,,,Medical History,C0262926
291,C0019664;C0741614,History bowel resection,bowel resection,,,bowel resection,C0741614
291,C0019664;C0741614,History bowel resection,Medical History,,,Medical History,C0262926
292,C0019664;C0741614;C1518422,History bowel resection Negation,bowel resection,,,bowel resection,C0741614
292,C0019664;C0741614;C1518422,History bowel resection Negation,Medical History,,,Medical History,C0262926
293,C0019993;C4086728,Hospitalization Past Year,NA TO BE DELETED,,,NA TO BE DELETED,NA
294,C0019993;C4086728;C1518422,Hospitalization Past Year Negation,NA TO BE DELETED,,,NA TO BE DELETED,NA
295,C0239126;C1442488;C1518422,corticosteroid use Baseline Negation,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
296,C1442488;C0239126,Baseline corticosteroid use,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
297,C0337438;C0376674,Glucose measurement Postprandial Period,Glucose,,,Glucose,C0017725
298,C0455280;C0015663,Plasma glucose result Fasting,Plasma Glucose Measurement,Glucose,,Glucose,C0017725
299,C0549183;C0876920;C2347635;C2348144;C2939193,Midline (qualifier value) Median Statistical Measurement Population Median Sample Median Median (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
300,C0001779;C0332239,Age Young,Age-Years,,,Age-Years,C1510829
301,C0001779;C0580836,Age Old,Age-Years,,,Age-Years,C1510829
302,C0002965;C0340288;C0948089;C0332185,"Angina, Unstable Stable angina Acute Coronary Syndrome Recent","Angina, Unstable",Angi Pectoris,,Angina Pectoris,C0002962
303,C0010055;C0205156,Coronary Artery Bypass Surgery Previous,Coronary Artery Bypass Surgery,,,Coronary Artery Bypass Surgery,C0010055
304,C0018801;C0428772,Heart failure Left ventricular ejection fraction,Heart failure,,,Heart failure,C0018801
304,C0018801;C0428772,Heart failure Left ventricular ejection fraction,Left ventricular ejection fraction,,,Left ventricular ejection fraction,C0428772
305,C0018802;C0262926,Congestive heart failure Medical History,Congestive heart failure,Heart failure,,Heart failure,C0018801
305,C0018802;C0262926,Congestive heart failure Medical History,Medical History,,,Medical History,C0262926
306,C0077401;C1446409,Troponin I Positive,Troponin,,,Troponin,C0041199
307,C0205156;C0085532;C0242231,Previous Coronary angiography Coronary Stenosis,Coronary angiography,,,Coronary angiography,C0085532
307,C0205156;C0085532;C0242231,Previous Coronary angiography Coronary Stenosis,Coronary Stenosis,,,Coronary Stenosis,C0242231
308,C0241889;C1956346,Family history Coronary Artery Disease,Coronary Artery Disease,,,Coronary Artery Disease,C1956346
308,C0241889;C1956346,Family history Coronary Artery Disease,Family history,,,Family history,C0241889
309,C0332152;C0155668;C0027051;C0205156,Before Old myocardial infarction Myocardial Infarction Previous,Myocardial Infarction,,,Myocardial Infarction,C0027051
310,C0581603;C0205156;C2114427,Revascularization - action Previous previous coronary angioplasty,previous coronary angioplasty,,,previous coronary angioplasty,C2114427
310,C0581603;C0205156;C2114427,Revascularization - action Previous previous coronary angioplasty,Revascularization - action,,,Revascularization - action,C0581603
311,C0742343;C1536221,Acute Chest Syndrome Non ST elevation myocardial infarction,Acute Chest Syndrome,,,Acute Chest Syndrome,C0742343
311,C0742343;C1536221,Acute Chest Syndrome Non ST elevation myocardial infarction,Non ST elevation myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
312,C1532338;C0205156,Percutaneous Coronary Intervention Previous,Percutaneous Coronary Intervention,,,Percutaneous Coronary Intervention,C1532338
313,C1532338;C1518422,Percutaneous Coronary Intervention Negation,Percutaneous Coronary Intervention,,,Percutaneous Coronary Intervention,C1532338
314,C3811844;C0017654;C0812399;C0439445,Estimated Glomerular Filtration Rate Glomerular Filtration Rate Creatinine clearance mL/min,Creatinine clearance,,,Creatinine clearance,C0812399
