Text,CUIS
csf cholesterol,C3540512;C0008377;C3889436
mtx plus infliximab,C0025677;C1417487
csf $nmbr$ s hydroxy,C3540512;C3889436;C0700307
coefficient,C1707429
cholesterol ng ml,C0008377;C0439275
swollen joint count $nmbr$ $nmbr$,C0451521
mmse mini mental state examination adas cog alzhei,C0451306
tender joint count $nmbr$ $nmbr$,C0451530
mer s disease assessment,C1261322;C1516048
rf mg dl,C0035448;C0439269;C0201660;C0748398;C1547111
scale cognitive portion ldl low,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
crp mg dl,C3890735;C0439269;C4048285
density lipoprotein csf,C3540512;C3889436
esr mm hour,C0439227;C0564385
cerebrospinal fluid,C0007806;C0007807
baseline shs $nmbr$ $nmbr$,C0168634;C1442488
mmse $nmbr$ $nmbr$,C0451306
j $nmbr$ coefficient,C1707429
simvastatin,C0074554
or $nmbr$ ci,C0008107;C3259781
measures,C0079809;C1879489
age per $nmbr$ years,C1510829
n $nmbr$,C0369718;C0441922
sex male,C0086582
serum,C0229671;C1546774;C1550100
swollen joint count $nmbr$ $nmbr$ per swollen joint,C0451521;C0152031;C4554794;C4696257
aldl cholesterol,C0008377
tender joint count $nmbr$ $nmbr$ per tender joint,C0451530;C0240094;C4554549;C4696258
$nmbr$ $nmbr$ $nmbr$ $nmbr$ b,
csf,C3540512;C3889436
rf mg dl per unit,C0439269
a a $nmbr$,
crp mg dl per unit,C0439269
aab $nmbr$,
esr mm hour per unit,C3811131;C0456685
alathosterol,
shs $nmbr$ $nmbr$ per $nmbr$ score,C0449820;C4050231
acholesterol,
baseline inflammation markers,C0021368;C0005516
a $nmbr$ s hydroxy cholesterol,C0700307;C0008377
changes in shs,C0392747;C0443172
table $nmbr$ characteristics of patients treated with losartan and atenolol,C0039224;C0815172;C1706074;C0332293;C0126174;C0004147
normal crp and esr,C3890735;C4048285;C3811131
women no,C0043210
high crp or esr,C3890735;C4048285;C3811131
ethnicity no,C0015031;C0243103
high crp and esr,C3890735;C4048285;C3811131
systolic,C0039155
figure $nmbr$ change in radiographic progression by modified sharp van der heijde vdh s score from baseline to week $nmbr$ in the active controlled study of patients receiving infliximab for the treatment of rheumatoid arthritis of early onset aspire trial,C0392747;C0443172;C1705241;C4319952;C0449820;C4050231;C0332174;C0439230;C0681867;C1514756;C0666743;C3899278;C0008976
cornell voltage duration product mm x ms,C2349943;C3539704;C3713294
framingham risk score arbitrary units,C0035647;C0439183;C4552904
shown are tertiles of baseline c reactive protein crp levels a erythrocyte sedimentation rate esr b and vdh s score c by treatment group methotrexate [mtx] plus placebo [placebo] or mtx plus infliximab [infliximab] p $nmbr$ $nmbr$ i p $nmbr$ $nmbr$ versus the mtx plus placebo group,C1547282;C0168634;C0201657;C1442488;C1176468;C1619634;C0441837;C0032042;C1696465;C1706408;C0025677;C0666743;C0072053
current smoker no,C3173209;C3241966
figure $nmbr$ change in radiographic progression by modified sharp van der heijde score from baseline to week $nmbr$ in the aspire trial by tertile of week $nmbr$ $nmbr$ joint disease activity scores das $nmbr$,C0392747;C0443172;C1705241;C4319952;C0557775;C0449820;C4050231;C0332174;C0439230;C0008976;C4706353
medical history no,C0262926;C1704706
figure $nmbr$ change in radiographic progression by modified sharp van der heijde score from baseline to week $nmbr$ by tertiles of crp levels a esr b and swollen joint count c averaged over time during the aspire trial,C0392747;C0443172;C1705241;C4319952;C0557775;C0449820;C4050231;C0332174;C0439230;C3890735;C0441889;C4048285;C3811131;C0451521;C1510992;C2825518;C0008976
previously untreated isolated systolic hypertension,C0745133
diagnosed diabetes n $nmbr$,C0011847;C0011849
crp esr and swollen joint counts averaged over time during the trial were estimated by the area under the curve method p $nmbr$ $nmbr$ i p $nmbr$ $nmbr$ versus the mtx plus placebo group see figure $nmbr$ for definitions and explanation of treatment groups,C3890735;C3811131;C4048285;C0451521;C1510992;C2825518;C0008976;C0750572;C0017446;C0205146;C0025663;C0021966;C0221138;C0449851;C0871511;C0025677;C1417487;C1550452;C1704788;C3539107;C3888054;C0681841;C0374505
undiagnosed diabetes n $nmbr$,C0011847;C0011849
$nmbr$ abciximab n $nmbr$,C0288672
impaired fasting giucose levei n $nmbr$,C0221099;C0015663
insulin treated diabetes,C0011847;C0011849
normai fasting giucose levei n $nmbr$,C0015663
prior aortocoronary bypass surgery,C0455610;C0010055
p vaiue,C0369773;C2603361
elevated troponin $nmbr$ $nmbr$ pg l,C0041199;C0439278
age mean sd y,C0001779;C0444504;C2347634;C2348143
elevated creatine kinase mb $nmbr$ u l,C0010290;C0439339;C0523584
race nonwhite,C0034510;C1706779;C3853635
hours from clopidogrel loading mean sd,C0439227;C0070166
smoking current,C0521116;C1705970
multivessel disease,C0012634
alcohol with $nmbr$ drink d,C0001948;C0556297
target vessel,C0449618
prior myocardial intarction,C0332152;C0027061;C1522564;C2826257
left main artery,C0205091;C0003842;C0226004;C0443246;C1552822
prior stroke,C0038454;C4554100
left anterior descending artery,C0226032
ptca cabg,C2936173;C0010055
ptca,C2936173
right coronary artery,C1261316
cabg,C0010055
complex lesions^,C0439855;C0221198;C1704241
medication use,C0240320
lesion length mean sd mm,C4330985;C4554674
aspirin,C0004057
vessel size mean sd mm,C4330985;C4554674
ace inhibitor,C0003015;C4541021
diameter stenosis mean sd,C0552409;C2699239
anyantianginal agent,C0450442;C1254351;C1521826
type of intervention,C3274412
calcium channel blocker,C0006684;C3536851;C4521885
drug eluting stent,C1322815
p blocker,C0369773;C2603361
bare metal stent,C2825200
bmi mean sd,C0444504;C2699239;C2347634;C2348143
balloon angioplasty,C0002996;C0002997
waist circumference mean sd in,C0455829;C2699239
concomitant drug therapy at discharge,C0013216;C0013217
blood pressure mean sd mm hg,C0428886;C0439475
calcium antagonists,C0006684
lipids mean sd mg dlf,C0023779;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
primary end point no of events total no,C2986535;C0439175;C0439810
hdl c,C3715113
all participants,C0679646
triglycerides,C0041004
troponin level,C0441889;C0456079;C1547707;C2946261
ldl c,
$nmbr$ $nmbr$ ug l,C0439275
total cholesterol,C0201950;C0543421
clopidogrel pretreatment duration,C0449238;C2926735
fpg mean sd mg dlf,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
fpi mean sd pu rnff,C0444504;C0018387;C2347634;C2348143
body mass indexj,C0518010
outcome,C1274040
measured at clinic visit with automated device,C0444706;C3541902;C0025080;C0699733
hr,
measured at clinic visit with usual device,C0444706;C3541902;C0025080;C0699733
subgroup_name_level,C0441889;C0456079;C1547707;C2946261
measured at home with automated device,C0442519;C0025080;C0699733
combined end poir,C0205195;C0444930;C2746065
lower than normal range ^,C0441994;C1548802;C2003888
it $nmbr$ $nmbr$,
glucose mg dl,C0017725;C0439269
p oo $nmbr$,C0369773;C2603361
insulin iu,C0049272;C0439453;C0694756
no diabetes,C0011847;C0011849
insulin glucose ratio,C0456603;C1547037
p $nmbr$,C0369773;C2603361
subgroups,C1079230
nonfatal myocardiail infarction,C0021308
relative risk $nmbr$ ci,C0008107;C3259781
chd death,C0011065;C1306577;C4082313;C4552775
at home systolic pressure $nmbr$ mm hg,C0871470;C0439475
p o $nmbr$,C0369773;C2603361
stroke,C0038454;C4554100
at home systolic pressure,C4534363;C0871470
subgroup_name,C0027365;C1547383;C4522128
at home diastolic pressure $nmbr$ mm hg,C0428883;C0439475
subgroup_level fpi gu ml pmol l,C1635169
at clinic systolic pressure $nmbr$ mm hg,C0871470;C0439475
hazard ratio,C2985465
at clinic systolic pressure,C0002424;C0871470;C0442592
fasting plasma insulin,C0015663;C0857690
at clinic diastolic pressure $nmbr$ mm hg,C0428883;C0439475
overall n $nmbr$,C0282416;C1561607
at clinic diastolic pressure,C0002424;C0428883;C0442592
rate control group n $nmbr$,C0441848
weight,C0005910;C0043100;C1305866;C1705104
$nmbr$ lb,
rhythm control group n $nmbr$,C0441848
enoxaparin n $nmbr$ $nmbr$,C0206460
female sex no,C0086287
fondaparinux n $nmbr$ $nmbr$,C1098510
ethnic minority group no,C0015031;C1879937
time from onset of pain to randomization hr,C0449244;C0034656
predominant cardiac diagnosis no,C0011900;C1704338;C1704656
diagnosis at study entry no,C1704656;C4068481
coronar y artery disease,C0852949
cardiomyopathy,C0878544
suspected myocardial infarction,C0027051;C0428953;C2926063;C3810814;C4552959
valvular disease,C3258293
current or former smoker,C0521116;C1705970;C0337671
any electrocardiographic abnormality no,C0522055
no apparent heart disease,C0750489;C0018799
histor y of congestive heart failure no,C0018802
st segment depression $nmbr$ mm no,C4330985;C4554674
duration of qualifying atrial fibrillation $nmbr$ days no,C0449238;C2926735;C1514624;C0004238;C0439228;C0344434;C1963067
medications at the time of randomization no,C0013227;C0802604;C2598133;C4284232
clopidogrel or ticlopidine,C0070166;C0040207
first episode of atrial fibrillation vs recurrent episode no f,C0332189;C0439615;C0443287;C0016327
ace inhibitor or arb,C0003015;C4541021;C3888198
any prerandomization failure of an antiarrhythmic drug no,C0231174;C0680095
lipid lowering agent,C0086440
size of left atrium normal no,C0225860;C0332506
medications in the hospital after randomization no,C0013227;C0802604;C2598133;C4284232;C0034656
left ventricular ejection fraction,C0428772;C0488728
procedures in the hospital no,C0025664;C0184661;C2700391;C3538935
coronary angiography,C0085532;C1548829
normal left ventricular ejection fraction no j,C0428772;C0488728
pci,C4049621
no of participants,C0679646
procedures after discharge no,C0012621;C0030685;C2926602
$nmbr$ chlorthalidone n $nmbr$,C0008294
panel a,C0441833;C1706365;C1999270
amlodipine n $nmbr$,C0051696
no of,
i lisinopril n $nmbr$,C0021966;C0065374;C0221138
percentage of patients with event,C0439165;C1549488;C1561533;C0441471;C4019010
age range y,C0001779;C1514721;C2348147;C3542016
interaction p value,C1704675;C1709380
a $nmbr$,
fondaparinux,C1098510
ethnicity,C0015031;C0243103
creatinine,C0010294;C1561535
white non hispanic,C1533020;C1533021
at or above median,C0549183;C0876920;C2347635;C2348144;C2939193
education mean sd y,C0013621;C0013622;C0013658;C0039401
less than median,C0549183;C0876920;C2347635;C2348144;C2939193
receiving antihypertensive,C1514756;C0003364
heparin at randomization,C0019134;C0770546
treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
revascularization in $nmbr$ days,C0581603;C0439228
treated at baseline,C1522326;C0168634;C1442488
catheterization laboratory in center,C0007430;C0022877;C3244292;C4283904
untreated at baseline,C0332155;C0168634;C1442488
panel b,C0441833;C1706365;C1999270
$nmbr$ $nmbr$ s $nmbr$ $nmbr$,
percentage of p,C0439165;C1549488;C1561533
eligibility risk factors,C0035648;C1553898
atients with event,C0441471;C4019010
cigarette smoker,C0337667
catheterization laboratory in,C0007430;C0022877;C3244292;C4283904
atherosclerotic cvdj,C0333482
center,C0205099;C3810851
history of ml or stroke,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0038454;C4554100
unfractionated heparin n $nmbr$ $nmbr$,C0019134;C2825026
history of coronary,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
age $nmbr$ yr no,C0001779;C0439234
revascularization,C0581603
white race no total no f,C0007457;C0043157;C0439175;C0439810;C0016327
other atherosclerotic cvd,C0333482;C0007222
hypertension no total no,C0020538;C1963138;C0439175;C0439810
major st depression or,C0041696;C1269683
hyperlipidemia no total no,C0020473;C0428465;C4555212;C0439175;C0439810
t wave inversion,C0520888
current smoker no total no,C3173209;C3241966;C0439175;C0439810
lvh by electrocardiogram,C0149721;C0013798;C1547122;C1623258
diabetes mellitus no total no,C0011849;C0439175;C0439810
lvh by echocardiogram,C0149721;C0013516;C2243117
prior myocardial infarction no total no,C0027051;C0428953;C2926063;C3810814;C4552959;C0439175;C0439810
history of chd at baseline,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0168634;C1442488
prior angina pectoris no total no,C0332152;C0002962;C2826257;C0439175;C0439810
body mass index mean sd,C0005893;C2699239;C0578022;C1305855
prior percutaneous coronary intervention no total no,C0332152;C1532338;C2826257;C0439175;C0439810
current medication use,C0240320
estrogen supplementation,C0014939;C0242297;C2936882;C4542544
anterior myocardial infarction no total no,C0340293;C0439175;C0439810
women only,C0043210
long term treatment with aspirin no total no,C0023977;C0004057;C0439175;C0439810
lioid trial participants,C1997894;C2242969
unfractionated heparin within $nmbr$ hr before randomization no total no,C0019134;C2825026;C0034656;C0439175;C0439810
placebo group n $nmbr$,C0032042;C0441848;C1696465;C1706408
lmwh within $nmbr$ days before randomization no total no,C0019139;C3536766;C0034656;C0439175;C0439810
warfarin group n $nmbr$,C0043031;C0441848
creatinine clearance ml min,C0812399;C0439445
median,C0549183;C0876920;C2347635;C2348144;C2939193
killip class no i,C1881332;C0021966;C0221138
female sex,C0086287
data missing,C1511726;C3245479;C3714741;C1551393;C1705492;C3272743
race or ethnic group,C0034510;C1706779;C3853635;C0015031;C1879937
timi risk score no total no c,C0035647;C0449820;C4050231;C4552904;C0439175;C0439810
non hispanic white,C0007457;C0043157;C0220938
time from symptom onset to start of fibrinolytic therapy hr,C0449244;C0439659;C0040044
non hispanic black,C0005680;C0027567;C0085756;C0439541
fibrinolytic therapy no,C0040044
history of diabetes,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
time from fibrinolytic therapy to study drug administration no total no,C0040223;C3541383;C0150270;C3469597;C0439175;C0439810
$nmbr$ previous venous thromboembolisms,C0205156;C1997614;C1552607
$nmbr$ min,C0702093;C1524029;C3813700
family history of venous thromboembolism,C0455533
$nmbr$ $nmbr$ min,C0702093;C1524029;C3813700
factor v leiden,C0380964;C0584960;C1414509;C3542419
ace inhibitors or angiotensin receptor blockers,C0003015;C0521942;C0815017
prothrombin mutation,C1610621
statin,C0360714
duration of full dose warfarin therapy before enrollment mo,C0444917;C0366686;C0026544;C0332177
statistics,C0038215;C0600673
time between cessation of full dose warfarin therapy and enrollment mo,C0682295;C0366686;C0026544;C0332177
w,
placebo group,C0032042;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429;C1696465;C1706408
ni,C0028075;C2348274;C3869926;C3869927
warfarin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
mean s d,C0444504;C2347634;C2348143
hazard ratio $nmbr$ ci,C0008107;C3259781
dbp mmhg,C0536221;C0439475;C3813197;C4281799
p value for interaction^,C1709380;C1704675
sbp mmhg,C0085805;C0439475
no of events,C0441471;C3541888
hemoglobin gm dl,C0017480;C3642216;C3854019
no $nmbr$ person yr,C0027361;C0439234;C2347489
albuminuria g g,C0001925;C1319635
in,
factor v leiden or prothrombin mutation,C0380964;C0584960;C1414509;C3542419;C1610621
gm,C0017480;C3854019
present,C0150312;C0449450
absent,C0332197;C4285062
proteinuria $nmbr$ g day,C0033687;C0439417;C1962972;C4554346
$nmbr$ $nmbr$ yr,C0439234
bmi body mass index dbp diastolic blood pressure gm geometric mean sbp systolic blood pressure the analysis was based on observed data without imputation on missing values asubgroup of patients in whom $nmbr$ h urine was collected see materials and methods section,C0488055;C0871470;C1306620;C0002778;C0936012;C1524024;C1527178;C1705938;C2699638;C0030705;C0042036;C0042037;C2963137;C0042789;C0520510;C1947903;C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
no of previous venous thromboembolic events,C1861172;C1997614;C3160733
pre specified hr $nmbr$ cl,C2826245;C0596019
time since randomization,C0040223;C3541383
adjusted hr $nmbr$ cl,C0456081;C0596019
time since cessation of full dose warfarin therapy,C0682295;C0366686
n event rate,C0871208;C1521828
$nmbr$ mo,C0026544;C0332177
w event rate,C0871208;C1521828
hba $nmbr$ c strata,C0019016;C1825777;C3538758
rsg $nmbr$ mg day,C0439422
bp blood pressure ci confidence interval esrd end stage renal disease hr hazard ratio all patients except patients with other race were included with missing covariates imputed event no of patients with esrd rate event rate per $nmbr$ years of follow up pre specified a cox model with treatment group and region as covariates and baseline proteinuria level o or x $nmbr$ g g as strata adjusted a multivariate cox model with treatment group time varying systolic and diastolic bp as covariates pre specified analysis and adjusted for time varying bp,C1442095;C0030705;C0034510;C1706779;C3853635;C0332257;C0441471;C4019010;C0589120;C1522577;C1704685;C3274571;C2826245;C1565830;C0679845;C0017446;C0205147;C0168634;C0033687;C1962972;C4554346;C1442488;C1319635;C0456081;C0428883;C0037623;C1415692;C1708288;C4318478
patients n,C0030705
baseline to year $nmbr$,C0168634;C1442488
age years mean sd,C1510829;C2699239
relative risk $nmbr$ cl,C0242492;C0596019
gender male female,C0043210;C0086287;C1705497;C1705498
age $nmbr$,C0001779
white black other,C0005680;C0027567;C0085756;C0439541
age a $nmbr$,C0001779
bmi kg m $nmbr$ mean sd,C0022718;C0439209;C4054209;C0444504;C2699239;C2347634;C2348143
non black,C0005680;C0027567;C0085756;C0439541
hba $nmbr$ c,C0019016;C1825777;C3538758
diabetic,C0241863
baseline mean sd,C0168634;C2699239;C1442488
non diabetic,C1518422;C0241863
week $nmbr$ mean sd,C0332174;C2699239;C0439230
